time,x,y,psi,speed,curvature
10.41,45.9458,0.9919,0.0039905,5.01539,-0.000978943
10.42,45.996,0.992099,0.00394139,5.01539,-0.000979139
10.43,46.0461,0.992295,0.00389228,5.01539,-0.000979334
10.44,46.0963,0.992489,0.00384316,5.01539,-0.000979526
10.45,46.1464,0.992681,0.00379403,5.01539,-0.000979715
10.46,46.1966,0.99287,0.00374488,5.01539,-0.000979903
10.47,46.2467,0.993056,0.00369573,5.01539,-0.000980087
10.48,46.2969,0.993241,0.00364657,5.01538,-0.00098027
10.49,46.347,0.993422,0.0035974,5.01538,-0.000980449
10.5,46.3972,0.993601,0.00354823,5.01538,-0.000980627
10.51,46.4473,0.993778,0.00349904,5.01538,-0.000980802
10.52,46.4975,0.993952,0.00344984,5.01538,-0.000980974
10.53,46.5477,0.994124,0.00340064,5.01538,-0.000981144
10.54,46.5978,0.994293,0.00335143,5.01538,-0.000981312
10.55,46.648,0.99446,0.00330221,5.01538,-0.000981477
10.56,46.6981,0.994625,0.00325298,5.01538,-0.00098164
10.57,46.7483,0.994787,0.00320374,5.01538,-0.0009818
10.58,46.7984,0.994946,0.00315449,5.01538,-0.000981958
10.59,46.8486,0.995103,0.00310524,5.01538,-0.000982113
10.6,46.8987,0.995258,0.00305598,5.01538,-0.000982266
10.61,46.9489,0.99541,0.00300671,5.01538,-0.000982417
10.62,46.999,0.995559,0.00295744,5.01538,-0.000982565
10.63,47.0492,0.995706,0.00290815,5.01538,-0.00098271
10.64,47.0993,0.995851,0.00285886,5.01538,-0.000982853
10.65,47.1495,0.995993,0.00280956,5.01538,-0.000982994
10.66,47.1997,0.996133,0.00276026,5.01538,-0.000983132
10.67,47.2498,0.99627,0.00271095,5.01538,-0.000983268
10.68,47.3,0.996405,0.00266163,5.01538,-0.000983401
10.69,47.3501,0.996537,0.00261231,5.01538,-0.000983532
10.7,47.4003,0.996667,0.00256297,5.01538,-0.000983661
10.71,47.4504,0.996794,0.00251364,5.01538,-0.000983787
10.72,47.5006,0.996919,0.00246429,5.01538,-0.00098391
10.73,47.5507,0.997041,0.00241494,5.01538,-0.000984032
10.74,47.6009,0.997161,0.00236559,5.01537,-0.00098415
10.75,47.651,0.997278,0.00231622,5.01537,-0.000984266
10.76,47.7012,0.997393,0.00226686,5.01537,-0.00098438
10.77,47.7513,0.997506,0.00221748,5.01537,-0.000984491
10.78,47.8015,0.997616,0.00216811,5.01537,-0.0009846
10.79,47.8517,0.997723,0.00211872,5.01537,-0.000984707
10.8,47.9018,0.997828,0.00206933,5.01537,-0.000984811
10.81,47.952,0.997931,0.00201994,5.01537,-0.000984912
10.82,48.0021,0.998031,0.00197054,5.01537,-0.000985011
10.83,48.0523,0.998128,0.00192113,5.01537,-0.000985108
10.84,48.1024,0.998224,0.00187172,5.01537,-0.000985202
10.85,48.1526,0.998316,0.00182231,5.01537,-0.000985294
10.86,48.2027,0.998406,0.00177289,5.01537,-0.000985383
10.87,48.2529,0.998494,0.00172347,5.01537,-0.00098547
10.88,48.303,0.998579,0.00167404,5.01537,-0.000985554
10.89,48.3532,0.998662,0.00162461,5.01537,-0.000985636
10.9,48.4033,0.998742,0.00157517,5.01537,-0.000985715
10.91,48.4535,0.99882,0.00152574,5.01537,-0.000985792
10.92,48.5037,0.998895,0.00147629,5.01537,-0.000985867
10.93,48.5538,0.998968,0.00142685,5.01537,-0.000985939
10.94,48.604,0.999038,0.0013774,5.01537,-0.000986009
10.95,48.6541,0.999106,0.00132794,5.01537,-0.000986076
10.96,48.7043,0.999172,0.00127848,5.01537,-0.00098614
10.97,48.7544,0.999234,0.00122902,5.01537,-0.000986203
10.98,48.8046,0.999295,0.00117956,5.01537,-0.000986262
10.99,48.8547,0.999353,0.0011301,5.01537,-0.00098632
11,48.9049,0.999408,0.00108063,5.01536,-0.000986375
11.01,48.955,0.999461,0.00103115,5.01536,-0.000986427
11.02,49.0052,0.999512,0.00098168,5.01536,-0.000986477
11.03,49.0553,0.99956,0.000932204,5.01536,-0.000986525
11.04,49.1055,0.999605,0.000882725,5.01536,-0.00098657
11.05,49.1556,0.999648,0.000833244,5.01536,-0.000986612
11.06,49.2058,0.999689,0.00078376,5.01536,-0.000986652
11.07,49.256,0.999727,0.000734275,5.01536,-0.00098669
11.08,49.3061,0.999762,0.000684788,5.01536,-0.000986725
11.09,49.3563,0.999796,0.0006353,5.01536,-0.000986758
11.1,49.4064,0.999826,0.000585809,5.01536,-0.000986788
11.11,49.4566,0.999854,0.000536318,5.01536,-0.000986816
11.12,49.5067,0.99988,0.000486825,5.01536,-0.000986842
11.13,49.5569,0.999903,0.00043733,5.01536,-0.000986865
11.14,49.607,0.999924,0.000387835,5.01536,-0.000986885
11.15,49.6572,0.999942,0.000338339,5.01536,-0.000986903
11.16,49.7073,0.999958,0.000288842,5.01536,-0.000986919
11.17,49.7575,0.999971,0.000239344,5.01536,-0.000986932
11.18,49.8076,0.999982,0.000189845,5.01536,-0.000986942
11.19,49.8578,0.99999,0.000140346,5.01536,-0.000986951
11.2,49.908,0.999996,9.08472e-05,5.01536,-0.000986956
11.21,49.9581,0.999999,4.13478e-05,5.01536,-0.00098696
11.22,50.0083,1,-8.1518e-06,5.01536,-0.00098696
11.23,50.0584,0.999998,-5.76514e-05,5.01536,-0.000986959
11.24,50.1086,0.999994,-0.000107151,5.01536,-0.000986955
11.25,50.1587,0.999988,-0.00015665,5.01536,-0.000986948
11.26,50.2089,0.999978,-0.000206149,5.01535,-0.000986939
11.27,50.259,0.999967,-0.000255647,5.01535,-0.000986928
11.28,50.3092,0.999953,-0.000305144,5.01535,-0.000986914
11.29,50.3593,0.999936,-0.000354641,5.01535,-0.000986897
11.3,50.4095,0.999917,-0.000404137,5.01535,-0.000986879
11.31,50.4596,0.999896,-0.000453632,5.01535,-0.000986857
11.32,50.5098,0.999872,-0.000503126,5.01535,-0.000986833
11.33,50.5599,0.999845,-0.000552618,5.01535,-0.000986807
11.34,50.6101,0.999816,-0.00060211,5.01535,-0.000986779
11.35,50.6603,0.999785,-0.000651599,5.01535,-0.000986747
11.36,50.7104,0.999751,-0.000701087,5.01535,-0.000986714
11.37,50.7606,0.999715,-0.000750574,5.01535,-0.000986678
11.38,50.8107,0.999676,-0.000800058,5.01535,-0.000986639
11.39,50.8609,0.999634,-0.00084954,5.01535,-0.000986598
11.4,50.911,0.99959,-0.000899021,5.01535,-0.000986555
11.41,50.9612,0.999544,-0.000948499,5.01535,-0.000986509
11.42,51.0113,0.999495,-0.000997974,5.01535,-0.000986461
11.43,51.0615,0.999444,-0.00104745,5.01535,-0.00098641
11.44,51.1116,0.99939,-0.00109692,5.01535,-0.000986357
11.45,51.1618,0.999334,-0.00114639,5.01535,-0.000986301
11.46,51.2119,0.999275,-0.00119585,5.01535,-0.000986243
11.47,51.2621,0.999214,-0.00124531,5.01535,-0.000986182
11.48,51.3123,0.99915,-0.00129477,5.01535,-0.000986119
11.49,51.3624,0.999084,-0.00134423,5.01535,-0.000986054
11.5,51.4126,0.999016,-0.00139368,5.01535,-0.000985986
11.51,51.4627,0.998944,-0.00144313,5.01535,-0.000985915
11.52,51.5129,0.998871,-0.00149257,5.01534,-0.000985843
11.53,51.563,0.998795,-0.00154202,5.01534,-0.000985767
11.54,51.6132,0.998716,-0.00159145,5.01534,-0.00098569
11.55,51.6633,0.998635,-0.00164089,5.01534,-0.000985609
11.56,51.7135,0.998551,-0.00169032,5.01534,-0.000985527
11.57,51.7636,0.998465,-0.00173974,5.01534,-0.000985441
11.58,51.8138,0.998377,-0.00178916,5.01534,-0.000985354
11.59,51.8639,0.998286,-0.00183858,5.01534,-0.000985264
11.6,51.9141,0.998193,-0.00188799,5.01534,-0.000985171
11.61,51.9642,0.998097,-0.0019374,5.01534,-0.000985076
11.62,52.0144,0.997998,-0.0019868,5.01534,-0.000984979
11.63,52.0646,0.997897,-0.0020362,5.01534,-0.000984879
11.64,52.1147,0.997794,-0.00208559,5.01534,-0.000984777
11.65,52.1649,0.997688,-0.00213498,5.01534,-0.000984672
11.66,52.215,0.99758,-0.00218436,5.01534,-0.000984565
11.67,52.2652,0.997469,-0.00223374,5.01534,-0.000984455
11.68,52.3153,0.997356,-0.00228311,5.01534,-0.000984343
11.69,52.3655,0.99724,-0.00233248,5.01534,-0.000984228
11.7,52.4156,0.997122,-0.00238184,5.01534,-0.000984111
11.71,52.4658,0.997001,-0.00243119,5.01534,-0.000983992
11.72,52.5159,0.996878,-0.00248054,5.01534,-0.00098387
11.73,52.5661,0.996752,-0.00252988,5.01534,-0.000983746
11.74,52.6162,0.996624,-0.00257921,5.01534,-0.000983619
11.75,52.6664,0.996494,-0.00262854,5.01534,-0.00098349
11.76,52.7165,0.996361,-0.00267786,5.01534,-0.000983358
11.77,52.7667,0.996225,-0.00272718,5.01534,-0.000983224
11.78,52.8169,0.996087,-0.00277649,5.01533,-0.000983087
11.79,52.867,0.995946,-0.00282579,5.01533,-0.000982948
11.8,52.9172,0.995804,-0.00287508,5.01533,-0.000982806
11.81,52.9673,0.995658,-0.00292437,5.01533,-0.000982663
11.82,53.0175,0.99551,-0.00297365,5.01533,-0.000982516
11.83,53.0676,0.99536,-0.00302293,5.01533,-0.000982367
11.84,53.1178,0.995207,-0.00307219,5.01533,-0.000982216
11.85,53.1679,0.995052,-0.00312145,5.01533,-0.000982062
11.86,53.2181,0.994894,-0.0031707,5.01533,-0.000981906
11.87,53.2682,0.994734,-0.00321994,5.01533,-0.000981747
11.88,53.3184,0.994571,-0.00326918,5.01533,-0.000981586
11.89,53.3685,0.994406,-0.0033184,5.01533,-0.000981423
11.9,53.4187,0.994238,-0.00336762,5.01533,-0.000981257
11.91,53.4688,0.994068,-0.00341683,5.01533,-0.000981088
11.92,53.519,0.993895,-0.00346603,5.01533,-0.000980918
11.93,53.5692,0.99372,-0.00351522,5.01533,-0.000980744
11.94,53.6193,0.993543,-0.0035644,5.01533,-0.000980569
11.95,53.6695,0.993363,-0.00361358,5.01533,-0.00098039
11.96,53.7196,0.99318,-0.00366274,5.01533,-0.00098021
11.97,53.7698,0.992995,-0.0037119,5.01533,-0.000980027
11.98,53.8199,0.992808,-0.00376105,5.01533,-0.000979841
11.99,53.8701,0.992618,-0.00381019,5.01533,-0.000979653
12,53.9202,0.992426,-0.00385931,5.01533,-0.000979463
12.01,53.9704,0.992231,-0.00390843,5.01533,-0.00097927
12.02,54.0205,0.992034,-0.00395754,5.01533,-0.000979075
12.03,54.0707,0.991834,-0.00400664,5.01533,-0.000978877
12.04,54.1208,0.991632,-0.00405573,5.01532,-0.000978677
12.05,54.171,0.991427,-0.00410481,5.01532,-0.000978475
12.06,54.2211,0.99122,-0.00415388,5.01532,-0.00097827
12.07,54.2713,0.99101,-0.00420294,5.01532,-0.000978062
12.08,54.3215,0.990798,-0.00425199,5.01532,-0.000977852
12.09,54.3716,0.990584,-0.00430102,5.01532,-0.00097764
12.1,54.4218,0.990367,-0.00435005,5.01532,-0.000977425
12.11,54.4719,0.990148,-0.00439907,5.01532,-0.000977208
12.12,54.5221,0.989926,-0.00444807,5.01532,-0.000976989
12.13,54.5722,0.989701,-0.00449707,5.01532,-0.000976767
12.14,54.6224,0.989475,-0.00454605,5.01532,-0.000976542
12.15,54.6725,0.989245,-0.00459502,5.01532,-0.000976315
12.16,54.7227,0.989014,-0.00464398,5.01532,-0.000976086
12.17,54.7728,0.98878,-0.00469293,5.01532,-0.000975854
12.18,54.823,0.988543,-0.00474187,5.01532,-0.00097562
12.19,54.8731,0.988304,-0.00479079,5.01532,-0.000975383
12.2,54.9233,0.988062,-0.0048397,5.01532,-0.000975144
12.21,54.9734,0.987819,-0.00488861,5.01532,-0.000974903
12.22,55.0236,0.987572,-0.00493749,5.01532,-0.000974659
12.23,55.0737,0.987323,-0.00498637,5.01532,-0.000974413
12.24,55.1239,0.987072,-0.00503524,5.01532,-0.000974164
12.25,55.1741,0.986818,-0.00508409,5.01532,-0.000973913
12.26,55.2242,0.986562,-0.00513293,5.01532,-0.000973659
12.27,55.2744,0.986303,-0.00518175,5.01532,-0.000973403
12.28,55.3245,0.986042,-0.00523057,5.01532,-0.000973145
12.29,55.3747,0.985779,-0.00527937,5.01532,-0.000972884
12.3,55.4248,0.985513,-0.00532815,5.01531,-0.000972621
12.31,55.475,0.985244,-0.00537693,5.01531,-0.000972355
12.32,55.5251,0.984973,-0.00542569,5.01531,-0.000972087
12.33,55.5753,0.9847,-0.00547444,5.01531,-0.000971816
12.34,55.6254,0.984424,-0.00552317,5.01531,-0.000971543
12.35,55.6756,0.984146,-0.00557189,5.01531,-0.000971268
12.36,55.7257,0.983865,-0.00562059,5.01531,-0.00097099
12.37,55.7759,0.983582,-0.00566929,5.01531,-0.00097071
12.38,55.826,0.983297,-0.00571796,5.01531,-0.000970427
12.39,55.8762,0.983009,-0.00576663,5.01531,-0.000970142
12.4,55.9264,0.982718,-0.00581528,5.01531,-0.000969855
12.41,55.9765,0.982425,-0.00586391,5.01531,-0.000969565
12.42,56.0267,0.98213,-0.00591253,5.01531,-0.000969273
12.43,56.0768,0.981832,-0.00596114,5.01531,-0.000968978
12.44,56.127,0.981532,-0.00600973,5.01531,-0.000968681
12.45,56.1771,0.981229,-0.0060583,5.01531,-0.000968381
12.46,56.2273,0.980924,-0.00610686,5.01531,-0.000968079
12.47,56.2774,0.980617,-0.00615541,5.01531,-0.000967775
12.48,56.3276,0.980307,-0.00620394,5.01531,-0.000967468
12.49,56.3777,0.979995,-0.00625246,5.01531,-0.000967159
12.5,56.4279,0.97968,-0.00630095,5.01531,-0.000966848
12.51,56.478,0.979362,-0.00634944,5.01531,-0.000966534
12.52,56.5282,0.979043,-0.00639791,5.01531,-0.000966217
12.53,56.5783,0.978721,-0.00644636,5.01531,-0.000965898
12.54,56.6285,0.978396,-0.00649479,5.01531,-0.000965577
12.55,56.6786,0.978069,-0.00654321,5.01531,-0.000965254
12.56,56.7288,0.97774,-0.00659162,5.0153,-0.000964928
12.57,56.779,0.977408,-0.00664,5.0153,-0.000964599
12.58,56.8291,0.977074,-0.00668837,5.0153,-0.000964269
12.59,56.8793,0.976737,-0.00673673,5.0153,-0.000963935
12.6,56.9294,0.976398,-0.00678506,5.0153,-0.0009636
12.61,56.9796,0.976057,-0.00683338,5.0153,-0.000963262
12.62,57.0297,0.975713,-0.00688169,5.0153,-0.000962921
12.63,57.0799,0.975366,-0.00692997,5.0153,-0.000962579
12.64,57.13,0.975018,-0.00697824,5.0153,-0.000962233
12.65,57.1802,0.974666,-0.00702649,5.0153,-0.000961886
12.66,57.2303,0.974313,-0.00707473,5.0153,-0.000961536
12.67,57.2805,0.973957,-0.00712294,5.0153,-0.000961184
12.68,57.3306,0.973598,-0.00717114,5.0153,-0.000960829
12.69,57.3808,0.973237,-0.00721932,5.0153,-0.000960472
12.7,57.4309,0.972874,-0.00726749,5.0153,-0.000960112
12.71,57.4811,0.972508,-0.00731563,5.0153,-0.00095975
12.72,57.5313,0.97214,-0.00736376,5.0153,-0.000959386
12.73,57.5814,0.97177,-0.00741186,5.0153,-0.000959019
12.74,57.6316,0.971397,-0.00745995,5.0153,-0.00095865
12.75,57.6817,0.971021,-0.00750803,5.0153,-0.000958279
12.76,57.7319,0.970644,-0.00755608,5.0153,-0.000957905
12.77,57.782,0.970264,-0.00760411,5.0153,-0.000957529
12.78,57.8322,0.969881,-0.00765213,5.0153,-0.00095715
12.79,57.8823,0.969496,-0.00770012,5.0153,-0.000956769
12.8,57.9325,0.969109,-0.0077481,5.0153,-0.000956386
12.81,57.9826,0.968719,-0.00779606,5.0153,-0.000956
12.82,58.0328,0.968327,-0.00784399,5.01529,-0.000955612
12.83,58.0829,0.967932,-0.00789191,5.01529,-0.000955221
12.84,58.1331,0.967535,-0.00793981,5.01529,-0.000954828
12.85,58.1832,0.967136,-0.00798769,5.01529,-0.000954433
12.86,58.2334,0.966734,-0.00803555,5.01529,-0.000954036
12.87,58.2835,0.966329,-0.00808339,5.01529,-0.000953635
12.88,58.3337,0.965923,-0.00813121,5.01529,-0.000953233
12.89,58.3839,0.965514,-0.00817901,5.01529,-0.000952828
12.9,58.434,0.965102,-0.00822679,5.01529,-0.000952421
12.91,58.4842,0.964689,-0.00827454,5.01529,-0.000952012
12.92,58.5343,0.964272,-0.00832228,5.01529,-0.0009516
12.93,58.5845,0.963854,-0.00837,5.01529,-0.000951186
12.94,58.6346,0.963433,-0.00841769,5.01529,-0.000950769
12.95,58.6848,0.963009,-0.00846537,5.01529,-0.00095035
12.96,58.7349,0.962584,-0.00851302,5.01529,-0.000949929
12.97,58.7851,0.962156,-0.00856066,5.01529,-0.000949505
12.98,58.8352,0.961725,-0.00860827,5.01529,-0.000949079
12.99,58.8854,0.961292,-0.00865586,5.01529,-0.000948651
13,58.9355,0.960857,-0.00870343,5.01529,-0.00094822
13.01,58.9857,0.960419,-0.00875097,5.01529,-0.000947787
13.02,59.0358,0.959979,-0.0087985,5.01529,-0.000947351
13.03,59.086,0.959536,-0.008846,5.01529,-0.000946913
13.04,59.1361,0.959092,-0.00889348,5.01529,-0.000946473
13.05,59.1863,0.958644,-0.00894094,5.01529,-0.000946031
13.06,59.2364,0.958195,-0.00898838,5.01529,-0.000945586
13.07,59.2866,0.957743,-0.00903579,5.01529,-0.000945138
13.08,59.3368,0.957288,-0.00908319,5.01529,-0.000944689
13.09,59.3869,0.956832,-0.00913055,5.01528,-0.000944237
13.1,59.4371,0.956373,-0.0091779,5.01528,-0.000943783
13.11,59.4872,0.955911,-0.00922523,5.01528,-0.000943326
13.12,59.5374,0.955447,-0.00927253,5.01528,-0.000942867
13.13,59.5875,0.954981,-0.0093198,5.01528,-0.000942406
13.14,59.6377,0.954512,-0.00936706,5.01528,-0.000941942
13.15,59.6878,0.954041,-0.00941429,5.01528,-0.000941476
13.16,59.738,0.953568,-0.0094615,5.01528,-0.000941008
13.17,59.7881,0.953092,-0.00950868,5.01528,-0.000940537
13.18,59.8383,0.952614,-0.00955584,5.01528,-0.000940064
13.19,59.8884,0.952134,-0.00960298,5.01528,-0.000939588
13.2,59.9386,0.951651,-0.00965009,5.01528,-0.000939111
13.21,59.9887,0.951166,-0.00969718,5.01528,-0.000938631
13.22,60.0389,0.950678,-0.00974425,5.01528,-0.000938148
13.23,60.089,0.950188,-0.00979129,5.01528,-0.000937663
13.24,60.1392,0.949696,-0.00983831,5.01528,-0.000937176
13.25,60.1894,0.949201,-0.0098853,5.01528,-0.000936687
13.26,60.2395,0.948704,-0.00993227,5.01528,-0.000936195
13.27,60.2897,0.948205,-0.00997921,5.01528,-0.000935701
13.28,60.3398,0.947703,-0.0100261,5.01528,-0.000935205
13.29,60.39,0.947199,-0.010073,5.01528,-0.000934706
13.3,60.4401,0.946693,-0.0101199,5.01528,-0.000934205
13.31,60.4903,0.946184,-0.0101667,5.01528,-0.000933702
13.32,60.5404,0.945673,-0.0102135,5.01528,-0.000933196
13.33,60.5906,0.94516,-0.0102603,5.01528,-0.000932688
13.34,60.6407,0.944644,-0.0103071,5.01528,-0.000932178
13.35,60.6909,0.944126,-0.0103538,5.01527,-0.000931665
13.36,60.741,0.943605,-0.0104006,5.01527,-0.00093115
13.37,60.7912,0.943083,-0.0104473,5.01527,-0.000930633
13.38,60.8413,0.942558,-0.0104939,5.01527,-0.000930113
13.39,60.8915,0.94203,-0.0105406,5.01527,-0.000929591
13.4,60.9416,0.9415,-0.0105872,5.01527,-0.000929067
13.41,60.9918,0.940968,-0.0106337,5.01527,-0.000928541
13.42,61.042,0.940434,-0.0106803,5.01527,-0.000928012
13.43,61.0921,0.939897,-0.0107268,5.01527,-0.000927481
13.44,61.1423,0.939358,-0.0107733,5.01527,-0.000926947
13.45,61.1924,0.938816,-0.0108198,5.01527,-0.000926412
13.46,61.2426,0.938272,-0.0108663,5.01527,-0.000925874
13.47,61.2927,0.937726,-0.0109127,5.01527,-0.000925333
13.48,61.3429,0.937178,-0.0109591,5.01527,-0.000924791
13.49,61.393,0.936627,-0.0110055,5.01527,-0.000924246
13.5,61.4432,0.936074,-0.0110518,5.01527,-0.000923698
13.51,61.4933,0.935518,-0.0110981,5.01527,-0.000923149
13.52,61.5435,0.93496,-0.0111444,5.01527,-0.000922597
13.53,61.5936,0.9344,-0.0111907,5.01527,-0.000922043
13.54,61.6438,0.933838,-0.0112369,5.01527,-0.000921486
13.55,61.6939,0.933273,-0.0112831,5.01527,-0.000920928
13.56,61.7441,0.932706,-0.0113293,5.01527,-0.000920367
13.57,61.7942,0.932137,-0.0113754,5.01527,-0.000919803
13.58,61.8444,0.931565,-0.0114215,5.01527,-0.000919238
13.59,61.8945,0.930991,-0.0114676,5.01527,-0.00091867
13.6,61.9447,0.930415,-0.0115137,5.01527,-0.0009181
13.61,61.9949,0.929836,-0.0115597,5.01526,-0.000917527
13.62,62.045,0.929255,-0.0116057,5.01526,-0.000916953
13.63,62.0952,0.928672,-0.0116517,5.01526,-0.000916376
13.64,62.1453,0.928086,-0.0116977,5.01526,-0.000915796
13.65,62.1955,0.927498,-0.0117436,5.01526,-0.000915215
13.66,62.2456,0.926908,-0.0117895,5.01526,-0.000914631
13.67,62.2958,0.926316,-0.0118353,5.01526,-0.000914045
13.68,62.3459,0.925721,-0.0118812,5.01526,-0.000913457
13.69,62.3961,0.925124,-0.011927,5.01526,-0.000912866
13.7,62.4462,0.924525,-0.0119727,5.01526,-0.000912273
13.71,62.4964,0.923923,-0.0120185,5.01526,-0.000911678
13.72,62.5465,0.923319,-0.0120642,5.01526,-0.000911081
13.73,62.5967,0.922713,-0.0121099,5.01526,-0.000910481
13.74,62.6468,0.922104,-0.0121555,5.01526,-0.000909879
13.75,62.697,0.921494,-0.0122011,5.01526,-0.000909275
13.76,62.7471,0.920881,-0.0122467,5.01526,-0.000908668
13.77,62.7973,0.920265,-0.0122923,5.01526,-0.000908059
13.78,62.8474,0.919647,-0.0123378,5.01526,-0.000907448
13.79,62.8976,0.919028,-0.0123833,5.01526,-0.000906835
13.8,62.9478,0.918405,-0.0124288,5.01526,-0.00090622
13.81,62.9979,0.917781,-0.0124742,5.01526,-0.000905602
13.82,63.0481,0.917154,-0.0125196,5.01526,-0.000904982
13.83,63.0982,0.916525,-0.012565,5.01526,-0.00090436
13.84,63.1484,0.915894,-0.0126103,5.01526,-0.000903735
13.85,63.1985,0.91526,-0.0126557,5.01526,-0.000903108
13.86,63.2487,0.914624,-0.0127009,5.01526,-0.000902479
13.87,63.2988,0.913986,-0.0127462,5.01525,-0.000901848
13.88,63.349,0.913346,-0.0127914,5.01525,-0.000901215
13.89,63.3991,0.912703,-0.0128366,5.01525,-0.000900579
13.9,63.4493,0.912058,-0.0128817,5.01525,-0.000899941
13.91,63.4994,0.911411,-0.0129269,5.01525,-0.000899301
13.92,63.5496,0.910761,-0.012972,5.01525,-0.000898658
13.93,63.5997,0.910109,-0.013017,5.01525,-0.000898014
13.94,63.6499,0.909455,-0.013062,5.01525,-0.000897367
13.95,63.7,0.908799,-0.013107,5.01525,-0.000896718
13.96,63.7502,0.908141,-0.013152,5.01525,-0.000896066
13.97,63.8003,0.90748,-0.0131969,5.01525,-0.000895413
13.98,63.8505,0.906817,-0.0132418,5.01525,-0.000894757
13.99,63.9006,0.906152,-0.0132867,5.01525,-0.000894099
14,63.9508,0.905484,-0.0133315,5.01525,-0.000893439
14.01,64.001,0.904814,-0.0133763,5.01525,-0.000892776
14.02,64.0511,0.904142,-0.0134211,5.01525,-0.000892112
14.03,64.1013,0.903468,-0.0134658,5.01525,-0.000891445
14.04,64.1514,0.902792,-0.0135105,5.01525,-0.000890776
14.05,64.2016,0.902113,-0.0135552,5.01525,-0.000890104
14.06,64.2517,0.901432,-0.0135998,5.01525,-0.000889431
14.07,64.3019,0.900749,-0.0136444,5.01525,-0.000888755
14.08,64.352,0.900063,-0.0136889,5.01525,-0.000888077
14.09,64.4022,0.899375,-0.0137335,5.01525,-0.000887397
14.1,64.4523,0.898685,-0.013778,5.01525,-0.000886714
14.11,64.5025,0.897993,-0.0138224,5.01525,-0.00088603
14.12,64.5526,0.897299,-0.0138668,5.01525,-0.000885343
14.13,64.6028,0.896602,-0.0139112,5.01524,-0.000884654
14.14,64.6529,0.895903,-0.0139556,5.01524,-0.000883963
14.15,64.7031,0.895202,-0.0139999,5.01524,-0.00088327
14.16,64.7532,0.894499,-0.0140442,5.01524,-0.000882574
14.17,64.8034,0.893794,-0.0140884,5.01524,-0.000881876
14.18,64.8535,0.893086,-0.0141327,5.01524,-0.000881176
14.19,64.9037,0.892376,-0.0141768,5.01524,-0.000880474
14.2,64.9539,0.891664,-0.014221,5.01524,-0.00087977
14.21,65.004,0.890949,-0.0142651,5.01524,-0.000879063
14.22,65.0542,0.890233,-0.0143092,5.01524,-0.000878355
14.23,65.1043,0.889514,-0.0143532,5.01524,-0.000877644
14.24,65.1545,0.888793,-0.0143972,5.01524,-0.000876931
14.25,65.2046,0.88807,-0.0144412,5.01524,-0.000876216
14.26,65.2548,0.887344,-0.0144851,5.01524,-0.000875498
14.27,65.3049,0.886617,-0.014529,5.01524,-0.000874779
14.28,65.3551,0.885887,-0.0145729,5.01524,-0.000874057
14.29,65.4052,0.885155,-0.0146167,5.01524,-0.000873333
14.3,65.4554,0.884421,-0.0146605,5.01524,-0.000872607
14.31,65.5055,0.883684,-0.0147042,5.01524,-0.000871879
14.32,65.5557,0.882946,-0.0147479,5.01524,-0.000871148
14.33,65.6058,0.882205,-0.0147916,5.01524,-0.000870416
14.34,65.656,0.881462,-0.0148352,5.01524,-0.000869681
14.35,65.7061,0.880717,-0.0148788,5.01524,-0.000868944
14.36,65.7563,0.879969,-0.0149224,5.01524,-0.000868205
14.37,65.8064,0.87922,-0.0149659,5.01524,-0.000867464
14.38,65.8566,0.878468,-0.0150094,5.01524,-0.00086672
14.39,65.9067,0.877714,-0.0150529,5.01524,-0.000865975
14.4,65.9569,0.876958,-0.0150963,5.01523,-0.000865227
14.41,66.0071,0.8762,-0.0151397,5.01523,-0.000864477
14.42,66.0572,0.87544,-0.015183,5.01523,-0.000863725
14.43,66.1074,0.874677,-0.0152263,5.01523,-0.000862971
14.44,66.1575,0.873912,-0.0152696,5.01523,-0.000862215
14.45,66.2077,0.873145,-0.0153128,5.01523,-0.000861457
14.46,66.2578,0.872376,-0.015356,5.01523,-0.000860696
14.47,66.308,0.871605,-0.0153992,5.01523,-0.000859933
14.48,66.3581,0.870831,-0.0154423,5.01523,-0.000859169
14.49,66.4083,0.870056,-0.0154853,5.01523,-0.000858402
14.5,66.4584,0.869278,-0.0155284,5.01523,-0.000857633
14.51,66.5086,0.868498,-0.0155714,5.01523,-0.000856861
14.52,66.5587,0.867716,-0.0156143,5.01523,-0.000856088
14.53,66.6089,0.866932,-0.0156573,5.01523,-0.000855313
14.54,66.659,0.866145,-0.0157001,5.01523,-0.000854535
14.55,66.7092,0.865357,-0.015743,5.01523,-0.000853755
14.56,66.7593,0.864566,-0.0157858,5.01523,-0.000852974
14.57,66.8095,0.863773,-0.0158286,5.01523,-0.00085219
14.58,66.8596,0.862978,-0.0158713,5.01523,-0.000851404
14.59,66.9098,0.862181,-0.015914,5.01523,-0.000850616
14.6,66.9599,0.861382,-0.0159566,5.01523,-0.000849825
14.61,67.0101,0.860581,-0.0159992,5.01523,-0.000849033
14.62,67.0602,0.859777,-0.0160418,5.01523,-0.000848238
14.63,67.1104,0.858971,-0.0160843,5.01523,-0.000847442
14.64,67.1606,0.858164,-0.0161268,5.01523,-0.000846643
14.65,67.2107,0.857354,-0.0161692,5.01523,-0.000845842
14.66,67.2609,0.856542,-0.0162117,5.01522,-0.000845039
14.67,67.311,0.855727,-0.016254,5.01522,-0.000844234
14.68,67.3612,0.854911,-0.0162963,5.01522,-0.000843427
