time,x,y,psi,speed,curvature
29.67,142.535,-0.972627,-0.00730004,5.01466,0.000959868
29.68,142.585,-0.972992,-0.0072519,5.01466,0.000960229
29.69,142.635,-0.973354,-0.00720373,5.01466,0.000960588
29.7,142.686,-0.973714,-0.00715555,5.01466,0.000960944
29.71,142.736,-0.974072,-0.00710735,5.01466,0.000961298
29.72,142.786,-0.974427,-0.00705914,5.01466,0.000961649
29.73,142.836,-0.97478,-0.00701091,5.01466,0.000961998
29.74,142.886,-0.97513,-0.00696265,5.01466,0.000962345
29.75,142.936,-0.975478,-0.00691439,5.01466,0.00096269
29.76,142.986,-0.975824,-0.0068661,5.01466,0.000963031
29.77,143.037,-0.976167,-0.0068178,5.01466,0.000963371
29.78,143.087,-0.976508,-0.00676948,5.01466,0.000963708
29.79,143.137,-0.976846,-0.00672114,5.01466,0.000964043
29.8,143.187,-0.977182,-0.00667279,5.01466,0.000964375
29.81,143.237,-0.977515,-0.00662442,5.01466,0.000964705
29.82,143.287,-0.977846,-0.00657604,5.01466,0.000965033
29.83,143.337,-0.978175,-0.00652763,5.01466,0.000965358
29.84,143.388,-0.978501,-0.00647921,5.01466,0.000965681
29.85,143.438,-0.978825,-0.00643078,5.01466,0.000966001
29.86,143.488,-0.979146,-0.00638233,5.01466,0.000966319
29.87,143.538,-0.979465,-0.00633386,5.01466,0.000966635
29.88,143.588,-0.979781,-0.00628538,5.01466,0.000966948
29.89,143.638,-0.980095,-0.00623688,5.01466,0.000967259
29.9,143.689,-0.980407,-0.00618837,5.01466,0.000967567
29.91,143.739,-0.980716,-0.00613984,5.01466,0.000967873
29.92,143.789,-0.981022,-0.0060913,5.01465,0.000968176
29.93,143.839,-0.981327,-0.00604274,5.01465,0.000968478
29.94,143.889,-0.981628,-0.00599416,5.01465,0.000968776
29.95,143.939,-0.981928,-0.00594557,5.01465,0.000969073
29.96,143.989,-0.982225,-0.00589697,5.01465,0.000969366
29.97,144.04,-0.982519,-0.00584835,5.01465,0.000969658
29.98,144.09,-0.982811,-0.00579972,5.01465,0.000969947
29.99,144.14,-0.983101,-0.00575107,5.01465,0.000970234
30,144.19,-0.983388,-0.00570241,5.01465,0.000970518
30.01,144.24,-0.983673,-0.00565373,5.01465,0.0009708
30.02,144.29,-0.983955,-0.00560504,5.01465,0.000971079
30.03,144.34,-0.984235,-0.00555634,5.01465,0.000971356
30.04,144.391,-0.984512,-0.00550762,5.01465,0.000971631
30.05,144.441,-0.984787,-0.00545889,5.01465,0.000971903
30.06,144.491,-0.98506,-0.00541014,5.01465,0.000972172
30.07,144.541,-0.98533,-0.00536139,5.01465,0.00097244
30.08,144.591,-0.985598,-0.00531261,5.01465,0.000972705
30.09,144.641,-0.985863,-0.00526383,5.01465,0.000972967
30.1,144.691,-0.986126,-0.00521503,5.01465,0.000973227
30.11,144.742,-0.986386,-0.00516622,5.01465,0.000973485
30.12,144.792,-0.986644,-0.0051174,5.01465,0.00097374
30.13,144.842,-0.986899,-0.00506856,5.01465,0.000973993
30.14,144.892,-0.987152,-0.00501971,5.01465,0.000974243
30.15,144.942,-0.987403,-0.00497085,5.01465,0.000974491
30.16,144.992,-0.987651,-0.00492198,5.01465,0.000974737
30.17,145.042,-0.987896,-0.00487309,5.01465,0.00097498
30.18,145.093,-0.988139,-0.00482419,5.01465,0.00097522
30.19,145.143,-0.98838,-0.00477528,5.01464,0.000975459
30.2,145.193,-0.988618,-0.00472636,5.01464,0.000975694
30.21,145.243,-0.988854,-0.00467742,5.01464,0.000975928
30.22,145.293,-0.989087,-0.00462848,5.01464,0.000976159
30.23,145.343,-0.989318,-0.00457952,5.01464,0.000976387
30.24,145.393,-0.989547,-0.00453055,5.01464,0.000976613
30.25,145.444,-0.989773,-0.00448157,5.01464,0.000976837
30.26,145.494,-0.989996,-0.00443258,5.01464,0.000977058
30.27,145.544,-0.990217,-0.00438358,5.01464,0.000977277
30.28,145.594,-0.990436,-0.00433457,5.01464,0.000977493
30.29,145.644,-0.990652,-0.00428554,5.01464,0.000977707
30.3,145.694,-0.990866,-0.00423651,5.01464,0.000977919
30.31,145.745,-0.991077,-0.00418746,5.01464,0.000978128
30.32,145.795,-0.991286,-0.00413841,5.01464,0.000978335
30.33,145.845,-0.991492,-0.00408934,5.01464,0.000978539
30.34,145.895,-0.991696,-0.00404027,5.01464,0.00097874
30.35,145.945,-0.991897,-0.00399118,5.01464,0.00097894
30.36,145.995,-0.992096,-0.00394209,5.01464,0.000979137
30.37,146.045,-0.992292,-0.00389298,5.01464,0.000979331
30.38,146.096,-0.992486,-0.00384387,5.01464,0.000979523
30.39,146.146,-0.992678,-0.00379474,5.01464,0.000979713
30.4,146.196,-0.992867,-0.00374561,5.01464,0.0009799
30.41,146.246,-0.993054,-0.00369646,5.01464,0.000980085
30.42,146.296,-0.993238,-0.00364731,5.01464,0.000980267
30.43,146.346,-0.993419,-0.00359815,5.01464,0.000980447
30.44,146.396,-0.993599,-0.00354898,5.01464,0.000980624
30.45,146.447,-0.993775,-0.0034998,5.01464,0.000980799
30.46,146.497,-0.99395,-0.00345061,5.01464,0.000980971
30.47,146.547,-0.994121,-0.00340141,5.01463,0.000981142
30.48,146.597,-0.994291,-0.00335221,5.01463,0.000981309
30.49,146.647,-0.994458,-0.003303,5.01463,0.000981474
30.5,146.697,-0.994622,-0.00325377,5.01463,0.000981637
30.51,146.747,-0.994784,-0.00320454,5.01463,0.000981797
30.52,146.798,-0.994943,-0.00315531,5.01463,0.000981955
30.53,146.848,-0.9951,-0.00310606,5.01463,0.000982111
30.54,146.898,-0.995255,-0.00305681,5.01463,0.000982263
30.55,146.948,-0.995407,-0.00300755,5.01463,0.000982414
30.56,146.998,-0.995557,-0.00295828,5.01463,0.000982562
30.57,147.048,-0.995704,-0.002909,5.01463,0.000982708
30.58,147.098,-0.995848,-0.00285972,5.01463,0.000982851
30.59,147.149,-0.995991,-0.00281043,5.01463,0.000982992
30.6,147.199,-0.99613,-0.00276113,5.01463,0.00098313
30.61,147.249,-0.996267,-0.00271183,5.01463,0.000983266
30.62,147.299,-0.996402,-0.00266252,5.01463,0.000983399
30.63,147.349,-0.996534,-0.0026132,5.01463,0.00098353
30.64,147.399,-0.996664,-0.00256388,5.01463,0.000983659
30.65,147.449,-0.996792,-0.00251455,5.01463,0.000983785
30.66,147.5,-0.996916,-0.00246521,5.01463,0.000983908
30.67,147.55,-0.997039,-0.00241587,5.01463,0.000984029
30.68,147.6,-0.997159,-0.00236652,5.01463,0.000984148
30.69,147.65,-0.997276,-0.00231717,5.01463,0.000984264
30.7,147.7,-0.997391,-0.00226781,5.01463,0.000984378
30.71,147.75,-0.997504,-0.00221844,5.01463,0.000984489
30.72,147.801,-0.997614,-0.00216907,5.01463,0.000984598
30.73,147.851,-0.997721,-0.00211969,5.01463,0.000984705
30.74,147.901,-0.997826,-0.00207031,5.01462,0.000984809
30.75,147.951,-0.997929,-0.00202092,5.01462,0.00098491
30.76,148.001,-0.998029,-0.00197153,5.01462,0.000985009
30.77,148.051,-0.998127,-0.00192213,5.01462,0.000985106
30.78,148.101,-0.998222,-0.00187273,5.01462,0.0009852
30.79,148.152,-0.998314,-0.00182332,5.01462,0.000985292
30.8,148.202,-0.998405,-0.00177391,5.01462,0.000985381
30.81,148.252,-0.998492,-0.0017245,5.01462,0.000985468
30.82,148.302,-0.998578,-0.00167508,5.01462,0.000985552
30.83,148.352,-0.99866,-0.00162565,5.01462,0.000985634
30.84,148.402,-0.998741,-0.00157623,5.01462,0.000985714
30.85,148.452,-0.998818,-0.0015268,5.01462,0.000985791
30.86,148.503,-0.998894,-0.00147736,5.01462,0.000985865
30.87,148.553,-0.998967,-0.00142792,5.01462,0.000985937
30.88,148.603,-0.999037,-0.00137848,5.01462,0.000986007
30.89,148.653,-0.999105,-0.00132903,5.01462,0.000986074
30.9,148.703,-0.99917,-0.00127958,5.01462,0.000986139
30.91,148.753,-0.999233,-0.00123013,5.01462,0.000986201
30.92,148.803,-0.999294,-0.00118067,5.01462,0.000986261
30.93,148.854,-0.999352,-0.00113121,5.01462,0.000986319
30.94,148.904,-0.999407,-0.00108175,5.01462,0.000986373
30.95,148.954,-0.99946,-0.00103229,5.01462,0.000986426
30.96,149.004,-0.999511,-0.000982822,5.01462,0.000986476
30.97,149.054,-0.999559,-0.000933353,5.01462,0.000986523
30.98,149.104,-0.999604,-0.000883881,5.01462,0.000986569
30.99,149.154,-0.999647,-0.000834408,5.01462,0.000986611
31,149.205,-0.999688,-0.000784932,5.01462,0.000986651
31.01,149.255,-0.999726,-0.000735454,5.01461,0.000986689
31.02,149.305,-0.999762,-0.000685974,5.01461,0.000986724
31.03,149.355,-0.999795,-0.000636493,5.01461,0.000986757
31.04,149.405,-0.999825,-0.00058701,5.01461,0.000986788
31.05,149.455,-0.999854,-0.000537526,5.01461,0.000986816
31.06,149.505,-0.999879,-0.00048804,5.01461,0.000986841
31.07,149.556,-0.999903,-0.000438554,5.01461,0.000986864
31.08,149.606,-0.999923,-0.000389066,5.01461,0.000986885
31.09,149.656,-0.999942,-0.000339577,5.01461,0.000986903
31.1,149.706,-0.999957,-0.000290087,5.01461,0.000986918
31.11,149.756,-0.999971,-0.000240597,5.01461,0.000986931
31.12,149.806,-0.999981,-0.000191106,5.01461,0.000986942
31.13,149.857,-0.99999,-0.000141614,5.01461,0.00098695
31.14,149.907,-0.999996,-9.21221e-05,5.01461,0.000986956
31.15,149.957,-0.999999,-4.263e-05,5.01461,0.00098696
31.16,150.007,-1,6.86217e-06,5.01461,0.00098696
31.17,150.057,-0.999998,5.63543e-05,5.01461,0.000986959
31.18,150.107,-0.999994,0.000105846,5.01461,0.000986955
31.19,150.157,-0.999988,0.000155338,5.01461,0.000986948
31.2,150.208,-0.999979,0.00020483,5.01461,0.000986939
31.21,150.258,-0.999967,0.00025432,5.01461,0.000986928
31.22,150.308,-0.999953,0.000303811,5.01461,0.000986914
31.23,150.358,-0.999937,0.0003533,5.01461,0.000986898
31.24,150.408,-0.999918,0.000402789,5.01461,0.000986879
31.25,150.458,-0.999896,0.000452276,5.01461,0.000986858
31.26,150.508,-0.999872,0.000501763,5.01461,0.000986834
31.27,150.559,-0.999846,0.000551248,5.01461,0.000986808
31.28,150.609,-0.999817,0.000600732,5.01461,0.000986779
31.29,150.659,-0.999786,0.000650214,5.0146,0.000986748
31.3,150.709,-0.999752,0.000699695,5.0146,0.000986715
31.31,150.759,-0.999716,0.000749174,5.0146,0.000986679
31.32,150.809,-0.999677,0.000798651,5.0146,0.000986641
31.33,150.859,-0.999636,0.000848126,5.0146,0.0009866
31.34,150.91,-0.999592,0.000897599,5.0146,0.000986556
31.35,150.96,-0.999546,0.00094707,5.0146,0.000986511
31.36,151.01,-0.999497,0.000996538,5.0146,0.000986462
31.37,151.06,-0.999446,0.001046,5.0146,0.000986412
31.38,151.11,-0.999392,0.00109547,5.0146,0.000986358
31.39,151.16,-0.999336,0.00114493,5.0146,0.000986303
31.4,151.21,-0.999277,0.00119439,5.0146,0.000986245
31.41,151.261,-0.999216,0.00124384,5.0146,0.000986184
31.42,151.311,-0.999152,0.00129329,5.0146,0.000986121
31.43,151.361,-0.999086,0.00134274,5.0146,0.000986056
31.44,151.411,-0.999018,0.00139219,5.0146,0.000985988
31.45,151.461,-0.998947,0.00144163,5.0146,0.000985918
31.46,151.511,-0.998873,0.00149107,5.0146,0.000985845
31.47,151.561,-0.998797,0.0015405,5.0146,0.00098577
31.48,151.612,-0.998719,0.00158993,5.0146,0.000985692
31.49,151.662,-0.998638,0.00163936,5.0146,0.000985612
31.5,151.712,-0.998554,0.00168878,5.0146,0.000985529
31.51,151.762,-0.998468,0.0017382,5.0146,0.000985444
31.52,151.812,-0.99838,0.00178761,5.0146,0.000985357
31.53,151.862,-0.998289,0.00183702,5.0146,0.000985267
31.54,151.913,-0.998196,0.00188643,5.0146,0.000985174
31.55,151.963,-0.9981,0.00193583,5.0146,0.000985079
31.56,152.013,-0.998001,0.00198522,5.01459,0.000984982
31.57,152.063,-0.997901,0.00203461,5.01459,0.000984882
31.58,152.113,-0.997797,0.002084,5.01459,0.00098478
31.59,152.163,-0.997692,0.00213338,5.01459,0.000984675
31.6,152.213,-0.997583,0.00218275,5.01459,0.000984568
31.61,152.264,-0.997473,0.00223212,5.01459,0.000984459
31.62,152.314,-0.99736,0.00228149,5.01459,0.000984347
31.63,152.364,-0.997244,0.00233084,5.01459,0.000984232
31.64,152.414,-0.997126,0.0023802,5.01459,0.000984115
31.65,152.464,-0.997005,0.00242954,5.01459,0.000983996
31.66,152.514,-0.996882,0.00247888,5.01459,0.000983874
31.67,152.564,-0.996757,0.00252822,5.01459,0.00098375
31.68,152.615,-0.996629,0.00257755,5.01459,0.000983623
31.69,152.665,-0.996498,0.00262687,5.01459,0.000983494
31.7,152.715,-0.996365,0.00267618,5.01459,0.000983362
31.71,152.765,-0.99623,0.00272549,5.01459,0.000983228
31.72,152.815,-0.996092,0.00277479,5.01459,0.000983092
31.73,152.865,-0.995951,0.00282409,5.01459,0.000982953
31.74,152.915,-0.995809,0.00287338,5.01459,0.000982811
31.75,152.966,-0.995663,0.00292266,5.01459,0.000982668
31.76,153.016,-0.995515,0.00297193,5.01459,0.000982521
31.77,153.066,-0.995365,0.00302119,5.01459,0.000982373
31.78,153.116,-0.995212,0.00307045,5.01459,0.000982221
31.79,153.166,-0.995057,0.0031197,5.01459,0.000982068
31.8,153.216,-0.9949,0.00316895,5.01459,0.000981912
31.81,153.266,-0.994739,0.00321818,5.01459,0.000981753
31.82,153.317,-0.994577,0.00326741,5.01459,0.000981592
31.83,153.367,-0.994412,0.00331663,5.01459,0.000981429
31.84,153.417,-0.994244,0.00336584,5.01458,0.000981263
31.85,153.467,-0.994074,0.00341504,5.01458,0.000981095
31.86,153.517,-0.993902,0.00346423,5.01458,0.000980924
31.87,153.567,-0.993727,0.00351342,5.01458,0.000980751
31.88,153.617,-0.993549,0.0035626,5.01458,0.000980575
31.89,153.668,-0.993369,0.00361176,5.01458,0.000980397
31.9,153.718,-0.993187,0.00366092,5.01458,0.000980217
31.91,153.768,-0.993002,0.00371007,5.01458,0.000980034
31.92,153.818,-0.992815,0.00375921,5.01458,0.000979848
31.93,153.868,-0.992625,0.00380834,5.01458,0.00097966
31.94,153.918,-0.992433,0.00385747,5.01458,0.00097947
31.95,153.968,-0.992238,0.00390658,5.01458,0.000979278
31.96,154.019,-0.992041,0.00395568,5.01458,0.000979082
31.97,154.069,-0.991842,0.00400477,5.01458,0.000978885
31.98,154.119,-0.99164,0.00405385,5.01458,0.000978685
31.99,154.169,-0.991435,0.00410293,5.01458,0.000978482
32,154.219,-0.991228,0.00415199,5.01458,0.000978278
32.01,154.269,-0.991019,0.00420104,5.01458,0.00097807
32.02,154.32,-0.990807,0.00425008,5.01458,0.000977861
32.03,154.37,-0.990592,0.00429911,5.01458,0.000977648
32.04,154.42,-0.990376,0.00434813,5.01458,0.000977434
32.05,154.47,-0.990156,0.00439714,5.01458,0.000977217
32.06,154.52,-0.989935,0.00444614,5.01458,0.000976997
32.07,154.57,-0.98971,0.00449513,5.01458,0.000976775
32.08,154.62,-0.989484,0.0045441,5.01458,0.000976551
32.09,154.671,-0.989255,0.00459307,5.01458,0.000976324
32.1,154.721,-0.989023,0.00464202,5.01458,0.000976095
32.11,154.771,-0.988789,0.00469096,5.01457,0.000975863
32.12,154.821,-0.988553,0.00473989,5.01457,0.000975629
32.13,154.871,-0.988314,0.00478881,5.01457,0.000975393
32.14,154.921,-0.988072,0.00483772,5.01457,0.000975154
32.15,154.971,-0.987829,0.00488661,5.01457,0.000974913
32.16,155.022,-0.987582,0.00493549,5.01457,0.000974669
32.17,155.072,-0.987334,0.00498436,5.01457,0.000974423
32.18,155.122,-0.987082,0.00503322,5.01457,0.000974174
32.19,155.172,-0.986829,0.00508207,5.01457,0.000973923
32.2,155.222,-0.986573,0.0051309,5.01457,0.00097367
32.21,155.272,-0.986314,0.00517972,5.01457,0.000973414
32.22,155.322,-0.986053,0.00522852,5.01457,0.000973156
32.23,155.373,-0.98579,0.00527732,5.01457,0.000972895
32.24,155.423,-0.985524,0.0053261,5.01457,0.000972632
32.25,155.473,-0.985256,0.00537487,5.01457,0.000972366
32.26,155.523,-0.984985,0.00542362,5.01457,0.000972098
32.27,155.573,-0.984712,0.00547236,5.01457,0.000971828
32.28,155.623,-0.984436,0.00552109,5.01457,0.000971555
32.29,155.673,-0.984158,0.0055698,5.01457,0.00097128
32.3,155.724,-0.983877,0.0056185,5.01457,0.000971002
32.31,155.774,-0.983594,0.00566719,5.01457,0.000970722
32.32,155.824,-0.983309,0.00571586,5.01457,0.00097044
32.33,155.874,-0.983021,0.00576451,5.01457,0.000970155
32.34,155.924,-0.982731,0.00581316,5.01457,0.000969867
32.35,155.974,-0.982438,0.00586178,5.01457,0.000969578
32.36,156.024,-0.982143,0.0059104,5.01457,0.000969285
32.37,156.075,-0.981845,0.005959,5.01457,0.000968991
32.38,156.125,-0.981545,0.00600758,5.01456,0.000968694
32.39,156.175,-0.981243,0.00605615,5.01456,0.000968395
32.4,156.225,-0.980938,0.0061047,5.01456,0.000968093
32.41,156.275,-0.980631,0.00615324,5.01456,0.000967789
32.42,156.325,-0.980321,0.00620177,5.01456,0.000967482
32.43,156.375,-0.980009,0.00625028,5.01456,0.000967173
32.44,156.426,-0.979694,0.00629877,5.01456,0.000966862
32.45,156.476,-0.979377,0.00634725,5.01456,0.000966548
32.46,156.526,-0.979057,0.00639571,5.01456,0.000966232
32.47,156.576,-0.978735,0.00644415,5.01456,0.000965913
32.48,156.626,-0.978411,0.00649258,5.01456,0.000965592
32.49,156.676,-0.978084,0.00654099,5.01456,0.000965269
32.5,156.726,-0.977755,0.00658939,5.01456,0.000964943
32.51,156.777,-0.977423,0.00663777,5.01456,0.000964615
32.52,156.827,-0.977089,0.00668614,5.01456,0.000964284
32.53,156.877,-0.976753,0.00673448,5.01456,0.000963951
32.54,156.927,-0.976414,0.00678281,5.01456,0.000963615
32.55,156.977,-0.976073,0.00683113,5.01456,0.000963278
32.56,157.027,-0.975729,0.00687942,5.01456,0.000962937
32.57,157.078,-0.975383,0.0069277,5.01456,0.000962595
32.58,157.128,-0.975034,0.00697597,5.01456,0.00096225
32.59,157.178,-0.974683,0.00702421,5.01456,0.000961902
32.6,157.228,-0.97433,0.00707244,5.01456,0.000961553
32.61,157.278,-0.973974,0.00712065,5.01456,0.0009612
32.62,157.328,-0.973615,0.00716884,5.01456,0.000960846
32.63,157.378,-0.973255,0.00721701,5.01456,0.000960489
32.64,157.429,-0.972892,0.00726517,5.01456,0.000960129
32.65,157.479,-0.972526,0.00731331,5.01456,0.000959768
32.66,157.529,-0.972158,0.00736143,5.01455,0.000959404
32.67,157.579,-0.971788,0.00740953,5.01455,0.000959037
32.68,157.629,-0.971415,0.00745762,5.01455,0.000958668
32.69,157.679,-0.97104,0.00750568,5.01455,0.000958297
32.7,157.729,-0.970662,0.00755373,5.01455,0.000957923
32.71,157.78,-0.970282,0.00760175,5.01455,0.000957547
32.72,157.83,-0.9699,0.00764976,5.01455,0.000957169
32.73,157.88,-0.969515,0.00769775,5.01455,0.000956788
32.74,157.93,-0.969128,0.00774572,5.01455,0.000956405
32.75,157.98,-0.968738,0.00779367,5.01455,0.000956019
32.76,158.03,-0.968346,0.00784161,5.01455,0.000955631
32.77,158.08,-0.967952,0.00788952,5.01455,0.000955241
32.78,158.131,-0.967555,0.00793741,5.01455,0.000954848
32.79,158.181,-0.967156,0.00798528,5.01455,0.000954453
32.8,158.231,-0.966754,0.00803314,5.01455,0.000954056
32.81,158.281,-0.96635,0.00808097,5.01455,0.000953656
32.82,158.331,-0.965944,0.00812878,5.01455,0.000953254
32.83,158.381,-0.965535,0.00817658,5.01455,0.000952849
32.84,158.431,-0.965123,0.00822435,5.01455,0.000952442
32.85,158.482,-0.96471,0.0082721,5.01455,0.000952033
32.86,158.532,-0.964294,0.00831983,5.01455,0.000951621
32.87,158.582,-0.963875,0.00836754,5.01455,0.000951207
32.88,158.632,-0.963455,0.00841523,5.01455,0.000950791
32.89,158.682,-0.963031,0.0084629,5.01455,0.000950372
32.9,158.732,-0.962606,0.00851055,5.01455,0.000949951
32.91,158.782,-0.962178,0.00855818,5.01455,0.000949527
32.92,158.833,-0.961748,0.00860578,5.01455,0.000949101
32.93,158.883,-0.961315,0.00865337,5.01454,0.000948673
32.94,158.933,-0.96088,0.00870093,5.01454,0.000948243
32.95,158.983,-0.960442,0.00874847,5.01454,0.00094781
32.96,159.033,-0.960002,0.00879599,5.01454,0.000947374
32.97,159.083,-0.95956,0.00884349,5.01454,0.000946937
32.98,159.133,-0.959115,0.00889096,5.01454,0.000946497
32.99,159.184,-0.958668,0.00893842,5.01454,0.000946054
33,159.234,-0.958219,0.00898585,5.01454,0.00094561
33.01,159.284,-0.957767,0.00903326,5.01454,0.000945162
33.02,159.334,-0.957313,0.00908064,5.01454,0.000944713
33.03,159.384,-0.956856,0.00912801,5.01454,0.000944261
33.04,159.434,-0.956397,0.00917535,5.01454,0.000943807
33.05,159.484,-0.955936,0.00922266,5.01454,0.000943351
33.06,159.535,-0.955472,0.00926996,5.01454,0.000942892
33.07,159.585,-0.955006,0.00931723,5.01454,0.000942431
33.08,159.635,-0.954538,0.00936448,5.01454,0.000941967
33.09,159.685,-0.954067,0.00941171,5.01454,0.000941501
33.1,159.735,-0.953594,0.00945891,5.01454,0.000941033
33.11,159.785,-0.953119,0.00950609,5.01454,0.000940563
33.12,159.836,-0.952641,0.00955324,5.01454,0.00094009
33.13,159.886,-0.95216,0.00960037,5.01454,0.000939615
33.14,159.936,-0.951678,0.00964748,5.01454,0.000939137
33.15,159.986,-0.951193,0.00969457,5.01454,0.000938657
33.16,160.036,-0.950705,0.00974162,5.01454,0.000938175
33.17,160.086,-0.950216,0.00978866,5.01454,0.000937691
33.18,160.136,-0.949724,0.00983567,5.01454,0.000937204
33.19,160.187,-0.949229,0.00988266,5.01454,0.000936715
33.2,160.237,-0.948733,0.00992962,5.01454,0.000936223
33.21,160.287,-0.948233,0.00997656,5.01453,0.000935729
33.22,160.337,-0.947732,0.0100235,5.01453,0.000935233
33.23,160.387,-0.947228,0.0100704,5.01453,0.000934734
33.24,160.437,-0.946722,0.0101172,5.01453,0.000934234
33.25,160.487,-0.946213,0.0101641,5.01453,0.000933731
33.26,160.538,-0.945703,0.0102109,5.01453,0.000933225
33.27,160.588,-0.945189,0.0102577,5.01453,0.000932717
33.28,160.638,-0.944674,0.0103044,5.01453,0.000932207
33.29,160.688,-0.944156,0.0103512,5.01453,0.000931695
33.3,160.738,-0.943636,0.0103979,5.01453,0.00093118
33.31,160.788,-0.943113,0.0104445,5.01453,0.000930663
33.32,160.838,-0.942588,0.0104912,5.01453,0.000930144
33.33,160.889,-0.942061,0.0105378,5.01453,0.000929622
33.34,160.939,-0.941531,0.0105844,5.01453,0.000929098
33.35,160.989,-0.940999,0.010631,5.01453,0.000928572
33.36,161.039,-0.940465,0.0106776,5.01453,0.000928043
33.37,161.089,-0.939928,0.0107241,5.01453,0.000927512
33.38,161.139,-0.939389,0.0107706,5.01453,0.000926979
33.39,161.189,-0.938848,0.0108171,5.01453,0.000926443
33.4,161.24,-0.938305,0.0108635,5.01453,0.000925906
33.41,161.29,-0.937759,0.0109099,5.01453,0.000925365
33.42,161.34,-0.93721,0.0109563,5.01453,0.000924823
33.43,161.39,-0.93666,0.0110027,5.01453,0.000924278
33.44,161.44,-0.936107,0.011049,5.01453,0.000923731
33.45,161.49,-0.935552,0.0110953,5.01453,0.000923182
33.46,161.54,-0.934994,0.0111416,5.01453,0.00092263
33.47,161.591,-0.934434,0.0111879,5.01453,0.000922076
33.48,161.641,-0.933872,0.0112341,5.01452,0.00092152
33.49,161.691,-0.933307,0.0112803,5.01452,0.000920962
33.5,161.741,-0.932741,0.0113265,5.01452,0.000920401
33.51,161.791,-0.932171,0.0113726,5.01452,0.000919838
33.52,161.841,-0.9316,0.0114187,5.01452,0.000919272
33.53,161.891,-0.931026,0.0114648,5.01452,0.000918705
33.54,161.942,-0.93045,0.0115109,5.01452,0.000918135
33.55,161.992,-0.929872,0.0115569,5.01452,0.000917563
33.56,162.042,-0.929291,0.0116029,5.01452,0.000916988
33.57,162.092,-0.928708,0.0116489,5.01452,0.000916411
33.58,162.142,-0.928123,0.0116948,5.01452,0.000915832
33.59,162.192,-0.927535,0.0117407,5.01452,0.000915251
33.6,162.242,-0.926945,0.0117866,5.01452,0.000914668
33.61,162.293,-0.926353,0.0118325,5.01452,0.000914082
33.62,162.343,-0.925758,0.0118783,5.01452,0.000913494
33.63,162.393,-0.925162,0.0119241,5.01452,0.000912903
33.64,162.443,-0.924562,0.0119699,5.01452,0.00091231
33.65,162.493,-0.923961,0.0120156,5.01452,0.000911716
33.66,162.543,-0.923357,0.0120613,5.01452,0.000911118
33.67,162.594,-0.922751,0.012107,5.01452,0.000910519
33.68,162.644,-0.922143,0.0121526,5.01452,0.000909917
33.69,162.694,-0.921533,0.0121982,5.01452,0.000909313
33.7,162.744,-0.92092,0.0122438,5.01452,0.000908707
33.71,162.794,-0.920305,0.0122894,5.01452,0.000908098
33.72,162.844,-0.919687,0.0123349,5.01452,0.000907488
33.73,162.894,-0.919067,0.0123804,5.01452,0.000906875
33.74,162.945,-0.918445,0.0124259,5.01452,0.000906259
33.75,162.995,-0.917821,0.0124713,5.01452,0.000905642
33.76,163.045,-0.917195,0.0125167,5.01451,0.000905022
33.77,163.095,-0.916566,0.0125621,5.01451,0.0009044
33.78,163.145,-0.915935,0.0126074,5.01451,0.000903776
33.79,163.195,-0.915301,0.0126527,5.01451,0.000903149
33.8,163.245,-0.914666,0.012698,5.01451,0.000902521
33.81,163.296,-0.914028,0.0127432,5.01451,0.00090189
33.82,163.346,-0.913388,0.0127884,5.01451,0.000901256
33.83,163.396,-0.912745,0.0128336,5.01451,0.000900621
33.84,163.446,-0.9121,0.0128788,5.01451,0.000899983
33.85,163.496,-0.911453,0.0129239,5.01451,0.000899343
33.86,163.546,-0.910804,0.012969,5.01451,0.000898701
33.87,163.596,-0.910153,0.013014,5.01451,0.000898057
33.88,163.647,-0.909499,0.0130591,5.01451,0.00089741
33.89,163.697,-0.908843,0.013104,5.01451,0.000896761
33.9,163.747,-0.908185,0.013149,5.01451,0.00089611
33.91,163.797,-0.907524,0.0131939,5.01451,0.000895457
33.92,163.847,-0.906861,0.0132388,5.01451,0.000894801
33.93,163.897,-0.906196,0.0132837,5.01451,0.000894143
33.94,163.947,-0.905529,0.0133285,5.01451,0.000893483
33.95,163.998,-0.90486,0.0133733,5.01451,0.000892821
33.96,164.048,-0.904188,0.013418,5.01451,0.000892157
33.97,164.098,-0.903514,0.0134628,5.01451,0.00089149
33.98,164.148,-0.902838,0.0135075,5.01451,0.000890821
33.99,164.198,-0.902159,0.0135521,5.01451,0.00089015
34,164.248,-0.901478,0.0135967,5.01451,0.000889477
34.01,164.298,-0.900795,0.0136413,5.01451,0.000888801
34.02,164.349,-0.90011,0.0136859,5.01451,0.000888124
34.03,164.399,-0.899423,0.0137304,5.01451,0.000887444
34.04,164.449,-0.898733,0.0137749,5.0145,0.000886761
34.05,164.499,-0.898041,0.0138193,5.0145,0.000886077
34.06,164.549,-0.897347,0.0138638,5.0145,0.000885391
34.07,164.599,-0.896651,0.0139082,5.0145,0.000884702
34.08,164.649,-0.895952,0.0139525,5.0145,0.000884011
34.09,164.7,-0.895251,0.0139968,5.0145,0.000883318
34.1,164.75,-0.894548,0.0140411,5.0145,0.000882623
34.11,164.8,-0.893843,0.0140853,5.0145,0.000881925
34.12,164.85,-0.893135,0.0141296,5.0145,0.000881225
